showRange,movieNm,movieCd,rank,movieId
20120702~20120708,아부의 왕,20124055,10,1331
20120625~20120701,어메이징 스파이더맨,20126077,1,1319
20120625~20120701,후궁 : 제왕의 첩,20113533,2,1329
20120625~20120701,내 아내의 모든 것,20113554,3,1328
20120625~20120701,미쓰GO,20113532,4,1332
20120625~20120701,마다가스카3 : 이번엔 서커스다!,20124136,5,1326
20120625~20120701,아부의 왕,20124055,6,1331
20120625~20120701,캐빈 인 더 우즈,20126566,7,1330
20120625~20120701,차형사,20124065,8,1333
20120625~20120701,락아웃: 익스트림미션,20124946,9,1334
20120625~20120701,프로메테우스,20125086,10,1335
20120618~20120624,후궁 : 제왕의 첩,20113533,1,1329
20120618~20120624,미쓰GO,20113532,2,1332
20120618~20120624,내 아내의 모든 것,20113554,3,1328
20120618~20120624,마다가스카3 : 이번엔 서커스다!,20124136,4,1326
20120618~20120624,아부의 왕,20124055,5,1331
20120618~20120624,락아웃: 익스트림미션,20124946,6,1334
20120618~20120624,차형사,20124065,7,1333
20120618~20120624,프로메테우스,20125086,8,1335
20120618~20120624,맨 인 블랙 3,20113885,9,1336
20120618~20120624,페이스 블라인드,20126413,10,1337
20120611~20120617,후궁 : 제왕의 첩,20113533,1,1329
20120611~20120617,내 아내의 모든 것,20113554,2,1328
20120611~20120617,마다가스카3 : 이번엔 서커스다!,20124136,3,1326
20120611~20120617,프로메테우스,20125086,4,1335
20120611~20120617,차형사,20124065,5,1333
20120611~20120617,락아웃: 익스트림미션,20124946,6,1334
20120611~20120617,맨 인 블랙 3,20113885,7,1336
20120611~20120617,미확인 동영상 : 절대클릭금지,20110312,8,1338
20120611~20120617,사다코 3D : 죽음의 동영상,20125646,9,1339
20120611~20120617,더 씽,20126617,10,1340
20120604~20120610,후궁 : 제왕의 첩,20113533,1,1329
20120604~20120610,내 아내의 모든 것,20113554,2,1328
20120604~20120610,마다가스카3 : 이번엔 서커스다!,20124136,3,1326
20120604~20120610,맨 인 블랙 3,20113885,4,1336
20120604~20120610,프로메테우스,20125086,5,1335
20120604~20120610,차형사,20124065,6,1333
20120604~20120610,미확인 동영상 : 절대클릭금지,20110312,7,1338
20120604~20120610,스노우 화이트 앤 더 헌츠맨,20113745,8,1341
20120604~20120610,어벤져스,20124721,9,1342
20120604~20120610,돈의 맛,20124064,10,1343
20120528~20120603,맨 인 블랙 3,20113885,1,1336
20120528~20120603,내 아내의 모든 것,20113554,2,1328
20120528~20120603,차형사,20124065,3,1333
20120528~20120603,스노우 화이트 앤 더 헌츠맨,20113745,4,1341
20120528~20120603,미확인 동영상 : 절대클릭금지,20110312,5,1338
20120528~20120603,어벤져스,20124721,6,1342
20120528~20120603,돈의 맛,20124064,7,1343
20120528~20120603,코리아,20124045,8,1344
20120528~20120603,마다가스카3 : 이번엔 서커스다!,20124136,9,1326
20120528~20120603,극장판 썬더일레븐GO : 궁극의 우정 그리폰,20125806,10,1345
20120521~20120527,맨 인 블랙 3,20113885,1,1336
20120521~20120527,내 아내의 모든 것,20113554,2,1328
20120521~20120527,어벤져스,20124721,3,1342
20120521~20120527,돈의 맛,20124064,4,1343
20120521~20120527,코리아,20124045,5,1344
20120521~20120527,스노우 화이트 앤 더 헌츠맨,20113745,6,1341
20120521~20120527,극장판 썬더일레븐GO : 궁극의 우정 그리폰,20125806,7,1345
20120521~20120527,다크 섀도우,20125866,8,1346
20120521~20120527,콜드 라잇 오브 데이,20125907,9,1347
20120521~20120527,은교,20124066,10,1348
20120514~20120520,어벤져스,20124721,1,1342
20120514~20120520,내 아내의 모든 것,20113554,2,1328
20120514~20120520,돈의 맛,20124064,3,1343
20120514~20120520,코리아,20124045,4,1344
20120514~20120520,다크 섀도우,20125866,5,1346
20120514~20120520,은교,20124066,6,1348
20120514~20120520,백설공주,20125426,7,1349
20120514~20120520,건축학개론,20124074,8,1350
20120514~20120520,콜드 라잇 오브 데이,20125907,9,1347
20120514~20120520,로렉스,20113889,10,1351
20120507~20120513,어벤져스,20124721,1,1342
20120507~20120513,코리아,20124045,2,1344
20120507~20120513,다크 섀도우,20125866,3,1346
20120507~20120513,은교,20124066,4,1348
20120507~20120513,백설공주,20125426,5,1349
20120507~20120513,건축학개론,20124074,6,1350
20120507~20120513,내 아내의 모든 것,20113554,7,1328
20120507~20120513,로렉스,20113889,8,1351
20120507~20120513,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,20125427,9,1352
20120507~20120513,간기남,20124032,10,1353
20120430~20120506,어벤져스,20124721,1,1342
20120430~20120506,코리아,20124045,2,1344
20120430~20120506,은교,20124066,3,1348
20120430~20120506,백설공주,20125426,4,1349
20120430~20120506,건축학개론,20124074,5,1350
20120430~20120506,로렉스,20113889,6,1351
20120430~20120506,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,20125427,7,1352
20120430~20120506,간기남,20124032,8,1353
20120430~20120506,배틀쉽,20112134,9,1354
20120430~20120506,언터처블: 1%의 우정,20124142,10,1355
20120423~20120429,어벤져스,20124721,1,1342
20120423~20120429,은교,20124066,2,1348
20120423~20120429,건축학개론,20124074,3,1350
20120423~20120429,간기남,20124032,4,1353
20120423~20120429,배틀쉽,20112134,5,1354
20120423~20120429,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,20125427,6,1352
20120423~20120429,언터처블: 1%의 우정,20124142,7,1355
20120423~20120429,헝거게임: 판엠의 불꽃,20124127,8,1356
20120423~20120429,시체가 돌아왔다,20124051,9,1357
20120423~20120429,타이타닉,19980074,10,1358
20120416~20120422,배틀쉽,20112134,1,1354
20120416~20120422,간기남,20124032,2,1353
20120416~20120422,건축학개론,20124074,3,1350
20120416~20120422,언터처블: 1%의 우정,20124142,4,1355
20120416~20120422,시체가 돌아왔다,20124051,5,1357
20120416~20120422,헝거게임: 판엠의 불꽃,20124127,6,1356
20120416~20120422,타이타닉,19980074,7,1358
20120416~20120422,미녀와 야수,19920231,8,1359
20120416~20120422,킹메이커,20125126,9,1360
20120416~20120422,하트 브레이커,20113201,10,1361
20120409~20120415,배틀쉽,20112134,1,1354
20120409~20120415,건축학개론,20124074,2,1350
20120409~20120415,간기남,20124032,3,1353
20120409~20120415,언터처블: 1%의 우정,20124142,4,1355
20120409~20120415,헝거게임: 판엠의 불꽃,20124127,5,1356
20120409~20120415,시체가 돌아왔다,20124051,6,1357
20120409~20120415,타이타닉,19980074,7,1358
20120409~20120415,미녀와 야수,19920231,8,1359
20120409~20120415,인류멸망 보고서,20068590,9,1362
20120409~20120415,타이탄의 분노,20124717,10,1363
20120402~20120408,건축학개론,20124074,1,1350
20120402~20120408,언터처블: 1%의 우정,20124142,2,1355
20120402~20120408,시체가 돌아왔다,20124051,3,1357
20120402~20120408,헝거게임: 판엠의 불꽃,20124127,4,1356
20120402~20120408,타이탄의 분노,20124717,5,1363
20120402~20120408,타이타닉,19980074,6,1358
20120402~20120408,화차,20124050,7,1364
20120402~20120408,코난: 암흑의 시대,20125106,8,1365
20120402~20120408,간기남,20124032,9,1353
20120402~20120408,디스 민즈 워,20124096,10,1366
20120326~20120401,건축학개론,20124074,1,1350
20120326~20120401,타이탄의 분노,20124717,2,1363
20120326~20120401,언터처블: 1%의 우정,20124142,3,1355
20120326~20120401,시체가 돌아왔다,20124051,4,1357
20120326~20120401,화차,20124050,5,1364
20120326~20120401,디스 민즈 워,20124096,6,1366
20120326~20120401,존 카터: 바숨 전쟁의 서막,20124629,7,1367
20120326~20120401,크로니클,20124666,8,1368
20120326~20120401,가비,20111774,9,1369
20120326~20120401,콘트라밴드,20124873,10,1370
20120319~20120325,건축학개론,20124074,1,1350
20120319~20120325,화차,20124050,2,1364
20120319~20120325,언터처블: 1%의 우정,20124142,3,1355
20120319~20120325,존 카터: 바숨 전쟁의 서막,20124629,4,1367
20120319~20120325,크로니클,20124666,5,1368
20120319~20120325,디스 민즈 워,20124096,6,1366
20120319~20120325,가비,20111774,7,1369
20120319~20120325,서약,20124874,8,1371
20120319~20120325,러브픽션,20113916,9,1372
20120319~20120325,콘트라밴드,20124873,10,1370
20120312~20120318,화차,20124050,1,1364
20120312~20120318,존 카터: 바숨 전쟁의 서막,20124629,2,1367
20120312~20120318,크로니클,20124666,3,1368
20120312~20120318,러브픽션,20113916,4,1372
20120312~20120318,가비,20111774,5,1369
20120312~20120318,서약,20124874,6,1371
20120312~20120318,디스 민즈 워,20124096,7,1366
20120312~20120318,건축학개론,20124074,8,1350
20120312~20120318,범죄와의 전쟁: 나쁜놈들 전성시대,20113557,9,1373
20120312~20120318,저스티스,20124932,10,1374
20120305~20120311,화차,20124050,1,1364
20120305~20120311,러브픽션,20113916,2,1372
20120305~20120311,존 카터: 바숨 전쟁의 서막,20124629,3,1367
20120305~20120311,디스 민즈 워,20124096,4,1366
20120305~20120311,범죄와의 전쟁: 나쁜놈들 전성시대,20113557,5,1373
20120305~20120311,하울링,20110249,6,1375
20120305~20120311,세이프 하우스,20124449,7,1376
20120305~20120311,맨 온 렛지,20124420,8,1377
20120305~20120311,댄싱퀸,20113743,9,1378
20120305~20120311,액트 오브 밸러: 최정예 특수부대,20124609,10,1379
20120227~20120304,러브픽션,20113916,1,1372
20120227~20120304,범죄와의 전쟁: 나쁜놈들 전성시대,20113557,2,1373
20120227~20120304,디스 민즈 워,20124096,3,1366
20120227~20120304,하울링,20110249,4,1375
20120227~20120304,맨 온 렛지,20124420,5,1377
20120227~20120304,댄싱퀸,20113743,6,1378
20120227~20120304,토르: 마법망치의 전설,20113920,7,1380
20120227~20120304,세이프 하우스,20124449,8,1376
20120227~20120304,액트 오브 밸러: 최정예 특수부대,20124609,9,1379
20120227~20120304,철의 여인,20113912,10,1381
20120220~20120226,하울링,20110249,1,1375
20120220~20120226,범죄와의 전쟁: 나쁜놈들 전성시대,20113557,2,1373
20120220~20120226,맨 온 렛지,20124420,3,1377
20120220~20120226,댄싱퀸,20113743,4,1378
20120220~20120226,토르: 마법망치의 전설,20113920,5,1380
20120220~20120226,언더월드 4: 어웨이크닝,20124746,6,1382
20120220~20120226,더 그레이,20124021,7,1383
20120220~20120226,부러진 화살,20113535,8,1384
20120220~20120226,점박이:한반도의 공룡3D,20100215,9,1385
20120220~20120226,철의 여인,20113912,10,1381
20120213~20120219,범죄와의 전쟁: 나쁜놈들 전성시대,20113557,1,1373
20120213~20120219,하울링,20110249,2,1375
20120213~20120219,댄싱퀸,20113743,3,1378
20120213~20120219,부러진 화살,20113535,4,1384
20120213~20120219,토르: 마법망치의 전설,20113920,5,1380
20120213~20120219,더 그레이,20124021,6,1383
20120213~20120219,점박이:한반도의 공룡3D,20100215,7,1385
20120213~20120219,파파,20113643,8,1386
20120213~20120219,고스트 라이더 : 복수의 화신,20113890,9,1387
20120213~20120219,우먼 인 블랙,20113975,10,1388
20120206~20120212,범죄와의 전쟁: 나쁜놈들 전성시대,20113557,1,1373
20120206~20120212,댄싱퀸,20113743,2,1378
20120206~20120212,부러진 화살,20113535,3,1384
20120206~20120212,토르: 마법망치의 전설,20113920,4,1380
20120206~20120212,파파,20113643,5,1386
20120206~20120212,점박이:한반도의 공룡3D,20100215,6,1385
20120206~20120212,스타워즈:에피소드1 보이지 않는 위험,19990216,7,1389
20120206~20120212,워 호스,20124099,8,1390
20120206~20120212,팅커 테일러 솔저 스파이,20124134,9,1391
20120206~20120212,해피 피트 2,20113911,10,1392
20120130~20120205,범죄와의 전쟁: 나쁜놈들 전성시대,20113557,1,1373
20120130~20120205,부러진 화살,20113535,2,1384
20120130~20120205,댄싱퀸,20113743,3,1378
20120130~20120205,점박이:한반도의 공룡3D,20100215,4,1385
20120130~20120205,파파,20113643,5,1386
20120130~20120205,장화신은 고양이,20113862,6,1393
20120130~20120205,해피 피트 2,20113911,7,1392
20120130~20120205,잃어버린 세계를 찾아서 2: 신비의 섬,20113653,8,1394
20120130~20120205,미션임파서블:고스트프로토콜,20112207,9,1395
20120130~20120205,하이힐을 신고 달리는 여자,20113881,10,1396
20120123~20120129,댄싱퀸,20113743,1,1378
20120123~20120129,부러진 화살,20113535,2,1384
20120123~20120129,잃어버린 세계를 찾아서 2: 신비의 섬,20113653,3,1394
20120123~20120129,장화신은 고양이,20113862,4,1393
20120123~20120129,점박이:한반도의 공룡3D,20100215,5,1385
20120123~20120129,미션임파서블:고스트프로토콜,20112207,6,1395
20120123~20120129,페이스메이커,20113951,7,1397
20120123~20120129,우리는 동물원을 샀다,20113472,8,1398
20120123~20120129,네버엔딩 스토리,20113636,9,1399
20120123~20120129,밀레니엄 : 여자를 증오한 남자들,20110882,10,1400
20120116~20120122,댄싱퀸,20113743,1,1378
20120116~20120122,장화신은 고양이,20113862,2,1393
20120116~20120122,부러진 화살,20113535,3,1384
20120116~20120122,잃어버린 세계를 찾아서 2: 신비의 섬,20113653,4,1394
20120116~20120122,미션임파서블:고스트프로토콜,20112207,5,1395
20120116~20120122,페이스메이커,20113951,6,1397
20120116~20120122,네버엔딩 스토리,20113636,7,1399
20120116~20120122,밀레니엄 : 여자를 증오한 남자들,20110882,8,1400
20120116~20120122,원더풀 라디오,20113671,9,1401
20120116~20120122,우리는 동물원을 샀다,20113472,10,1398
20120109~20120115,장화신은 고양이,20113862,1,1393
20120109~20120115,미션임파서블:고스트프로토콜,20112207,2,1395
20120109~20120115,원더풀 라디오,20113671,3,1401
20120109~20120115,셜록홈즈 : 그림자 게임,20112621,4,1402
20120109~20120115,밀레니엄 : 여자를 증오한 남자들,20110882,5,1400
20120109~20120115,퍼펙트 게임,20113260,6,1403
20120109~20120115,마이 웨이,20110295,7,1404
20120109~20120115,코알라 키드 : 영웅의 탄생,20113811,8,1405
20120109~20120115,프렌즈: 몬스터섬의비밀,20113271,9,1406
20120109~20120115,초한지 - 천하대전,20113883,10,1407
20120102~20120108,미션임파서블:고스트프로토콜,20112207,1,1395
20120102~20120108,셜록홈즈 : 그림자 게임,20112621,2,1402
20120102~20120108,원더풀 라디오,20113671,3,1401
20120102~20120108,마이 웨이,20110295,4,1404
20120102~20120108,퍼펙트 게임,20113260,5,1403
20120102~20120108,프렌즈: 몬스터섬의비밀,20113271,6,1406
20120102~20120108,오싹한 연애,20113381,7,1408
20120102~20120108,다크아워,20113652,8,1409
20120102~20120108,라이온 킹,19940256,9,1410
20120102~20120108,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,20112709,10,1411
20111226~20120101,미션임파서블:고스트프로토콜,20112207,1,1395
20111226~20120101,셜록홈즈 : 그림자 게임,20112621,2,1402
20111226~20120101,마이 웨이,20110295,3,1404
20111226~20120101,퍼펙트 게임,20113260,4,1403
20111226~20120101,오싹한 연애,20113381,5,1408
20111226~20120101,프렌즈: 몬스터섬의비밀,20113271,6,1406
20111226~20120101,라이온 킹,19940256,7,1410
20111226~20120101,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,20112709,8,1411
20111226~20120101,앨빈과 슈퍼밴드3,20113311,9,1412
20111226~20120101,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,20112708,10,1413
20111219~20111225,미션임파서블:고스트프로토콜,20112207,1,1395
20111219~20111225,마이 웨이,20110295,2,1404
20111219~20111225,셜록홈즈 : 그림자 게임,20112621,3,1402
20111219~20111225,퍼펙트 게임,20113260,4,1403
20111219~20111225,오싹한 연애,20113381,5,1408
20111219~20111225,앨빈과 슈퍼밴드3,20113311,6,1412
20111219~20111225,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,20112709,7,1411
20111219~20111225,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,20112708,8,1413
20111219~20111225,틴틴 : 유니콘호의 비밀,20112542,9,1414
20111219~20111225,아더 크리스마스,20112972,10,1415
20111212~20111218,미션임파서블:고스트프로토콜,20112207,1,1395
20111212~20111218,오싹한 연애,20113381,2,1408
20111212~20111218,틴틴 : 유니콘호의 비밀,20112542,3,1414
20111212~20111218,앨빈과 슈퍼밴드3,20113311,4,1412
20111212~20111218,브레이킹 던 part1,20110905,5,1416
20111212~20111218,완득이,20112695,6,1417
20111212~20111218,특수본,20110906,7,1418
20111212~20111218,퍼펙트 게임,20113260,8,1403
20111212~20111218,아더 크리스마스,20112972,9,1415
20111212~20111218,결정적 한방,20113312,10,1419
20111205~20111211,오싹한 연애,20113381,1,1408
20111205~20111211,틴틴 : 유니콘호의 비밀,20112542,2,1414
20111205~20111211,브레이킹 던 part1,20110905,3,1416
20111205~20111211,특수본,20110906,4,1418
20111205~20111211,완득이,20112695,5,1417
20111205~20111211,아더 크리스마스,20112972,6,1415
20111205~20111211,블리츠,20113307,7,1420
20111205~20111211,리얼 스틸,20112173,8,1421
20111205~20111211,결정적 한방,20113312,9,1419
20111205~20111211,머니볼,20112311,10,1422
20111128~20111204,브레이킹 던 part1,20110905,1,1416
20111128~20111204,오싹한 연애,20113381,2,1408
20111128~20111204,특수본,20110906,3,1418
20111128~20111204,완득이,20112695,4,1417
20111128~20111204,아더 크리스마스,20112972,5,1415
20111128~20111204,리얼 스틸,20112173,6,1421
20111128~20111204,머니볼,20112311,7,1422
20111128~20111204,신들의 전쟁,20111987,8,1423
20111128~20111204,50/50,20113306,9,1424
20111128~20111204,너는 펫,20111928,10,1425
20111121~20111127,완득이,20112695,1,1417
20111121~20111127,특수본,20110906,2,1418
20111121~20111127,머니볼,20112311,3,1422
20111121~20111127,신들의 전쟁,20111987,4,1423
20111121~20111127,리얼 스틸,20112173,5,1421
20111121~20111127,아더 크리스마스,20112972,6,1415
20111121~20111127,브레이킹 던 part1,20110905,7,1416
20111121~20111127,너는 펫,20111928,8,1425
20111121~20111127,티끌모아 로맨스,20112762,9,1426
20111121~20111127,50/50,20113306,10,1424
20111114~20111120,완득이,20112695,1,1417
20111114~20111120,신들의 전쟁,20111987,2,1423
20111114~20111120,머니볼,20112311,3,1422
20111114~20111120,리얼 스틸,20112173,4,1421
20111114~20111120,너는 펫,20111928,5,1425
20111114~20111120,티끌모아 로맨스,20112762,6,1426
20111114~20111120,타워 하이스트,20112707,7,1427
20111114~20111120,완벽한 파트너,20112934,8,1428
20111114~20111120,인 타임,20112704,9,1429
20111114~20111120,오늘,20110322,10,1430
20111107~20111113,완득이,20112695,1,1417
20111107~20111113,신들의 전쟁,20111987,2,1423
20111107~20111113,리얼 스틸,20112173,3,1421
20111107~20111113,너는 펫,20111928,4,1425
20111107~20111113,티끌모아 로맨스,20112762,5,1426
20111107~20111113,인 타임,20112704,6,1429
20111107~20111113,커플즈,20110612,7,1431
20111107~20111113,오직 그대만,20112589,8,1432
20111107~20111113,헬프,20112763,9,1433
20111107~20111113,오늘,20110322,10,1430
20111031~20111106,완득이,20112695,1,1417
20111031~20111106,리얼 스틸,20112173,2,1421
20111031~20111106,커플즈,20110612,3,1431
20111031~20111106,인 타임,20112704,4,1429
20111031~20111106,오직 그대만,20112589,5,1432
20111031~20111106,Mr.아이돌,20113001,6,1434
20111031~20111106,헬프,20112763,7,1433
20111031~20111106,청원,20112822,8,1435
20111031~20111106,더 킥,20112208,9,1436
20111031~20111106,쟈니 잉글리쉬2 : 네버다이,20112553,10,1437
20111024~20111030,완득이,20112695,1,1417
20111024~20111030,리얼 스틸,20112173,2,1421
20111024~20111030,오직 그대만,20112589,3,1432
20111024~20111030,인 타임,20112704,4,1429
20111024~20111030,의뢰인,20110613,5,1438
20111024~20111030,도가니,20112534,6,1439
20111024~20111030,삼총사 3D,20112651,7,1440
20111024~20111030,프렌즈 위드 베네핏,20112821,8,1441
20111024~20111030,파라노말 액티비티 3,20112693,9,1442
20111024~20111030,오늘,20110322,10,1430
20111017~20111023,리얼 스틸,20112173,1,1421
20111017~20111023,완득이,20112695,2,1417
20111017~20111023,오직 그대만,20112589,3,1432
20111017~20111023,의뢰인,20110613,4,1438
20111017~20111023,도가니,20112534,5,1439
20111017~20111023,삼총사 3D,20112651,6,1440
20111017~20111023,파라노말 액티비티 3,20112693,7,1442
20111017~20111023,히트,20112221,8,1443
20111017~20111023,최종병기 활,20110302,9,1444
20111017~20111023,투혼,20112552,10,1445
20111010~20111016,리얼 스틸,20112173,1,1421
20111010~20111016,도가니,20112534,2,1439
20111010~20111016,의뢰인,20110613,3,1438
20111010~20111016,삼총사 3D,20112651,4,1440
20111010~20111016,투혼,20112552,5,1445
20111010~20111016,완득이,20112695,6,1417
20111010~20111016,오직 그대만,20112589,7,1432
20111010~20111016,최종병기 활,20110302,8,1444
20111010~20111016,카운트다운,20111914,9,1446
20111010~20111016,히트,20112221,10,1443
20111003~20111009,도가니,20112534,1,1439
20111003~20111009,의뢰인,20110613,2,1438
20111003~20111009,카운트다운,20111914,3,1446
20111003~20111009,최종병기 활,20110302,4,1444
20111003~20111009,투혼,20112552,5,1445
20111003~20111009,코쿠리코 언덕에서,20112303,6,1447
20111003~20111009,리얼 스틸,20112173,7,1421
20111003~20111009,어브덕션,20111892,8,1448
20111003~20111009,파퍼씨네 펭귄들,20111571,9,1449
20111003~20111009,삼총사 3D,20112651,10,1440
20110926~20111002,도가니,20112534,1,1439
20110926~20111002,의뢰인,20110613,2,1438
20110926~20111002,카운트다운,20111914,3,1446
20110926~20111002,최종병기 활,20110302,4,1444
20110926~20111002,어브덕션,20111892,5,1448
20110926~20111002,코쿠리코 언덕에서,20112303,6,1447
20110926~20111002,컨테이젼,20112175,7,1450
20110926~20111002,파퍼씨네 펭귄들,20111571,8,1449
20110926~20111002,킬러 엘리트,20111893,9,1451
20110926~20111002,가문의 영광4 - 가문의 수난,20112272,10,1452
20110919~20110925,도가니,20112534,1,1439
20110919~20110925,최종병기 활,20110302,2,1444
20110919~20110925,가문의 영광4 - 가문의 수난,20112272,3,1452
20110919~20110925,컨테이젼,20112175,4,1450
20110919~20110925,파퍼씨네 펭귄들,20111571,5,1449
20110919~20110925,킬러 엘리트,20111893,6,1451
20110919~20110925,통증,20110303,7,1453
20110919~20110925,의뢰인,20110613,8,1438
20110919~20110925,챔프,20112082,9,1454
20110919~20110925,카운트다운,20111914,10,1446
20110912~20110918,가문의 영광4 - 가문의 수난,20112272,1,1452
20110912~20110918,최종병기 활,20110302,2,1444
20110912~20110918,파퍼씨네 펭귄들,20111571,3,1449
20110912~20110918,통증,20110303,4,1453
20110912~20110918,챔프,20112082,5,1454
20110912~20110918,혹성탈출: 진화의 시작,20110896,6,1455
20110912~20110918,푸른소금,20110301,7,1456
20110912~20110918,콜롬비아나,20111671,8,1457
20110912~20110918,파이널 데스티네이션5,20112050,9,1458
20110912~20110918,쥴리의 육지 대모험,20111536,10,1459
20110905~20110911,가문의 영광4 - 가문의 수난,20112272,1,1452
20110905~20110911,최종병기 활,20110302,2,1444
20110905~20110911,통증,20110303,3,1453
20110905~20110911,파퍼씨네 펭귄들,20111571,4,1449
20110905~20110911,혹성탈출: 진화의 시작,20110896,5,1455
20110905~20110911,푸른소금,20110301,6,1456
20110905~20110911,챔프,20112082,7,1454
20110905~20110911,콜롬비아나,20111671,8,1457
20110905~20110911,블라인드,20110297,9,1460
20110905~20110911,파이널 데스티네이션5,20112050,10,1458
20110829~20110904,최종병기 활,20110302,1,1444
20110829~20110904,혹성탈출: 진화의 시작,20110896,2,1455
20110829~20110904,푸른소금,20110301,3,1456
20110829~20110904,블라인드,20110297,4,1460
20110829~20110904,콜롬비아나,20111671,5,1457
20110829~20110904,마당을 나온 암탉,20110279,6,1461
20110829~20110904,가문의 영광4 - 가문의 수난,20112272,7,1452
20110829~20110904,세 얼간이,20110899,8,1462
20110829~20110904,개구쟁이 스머프,20111540,9,1463
20110829~20110904,통증,20110303,10,1453
20110822~20110828,최종병기 활,20110302,1,1444
20110822~20110828,혹성탈출: 진화의 시작,20110896,2,1455
20110822~20110828,블라인드,20110297,3,1460
20110822~20110828,마당을 나온 암탉,20110279,4,1461
20110822~20110828,개구쟁이 스머프,20111540,5,1463
20110822~20110828,세 얼간이,20110899,6,1462
20110822~20110828,퀵,20110290,7,1464
20110822~20110828,돈비 어프레이드 : 어둠 속의 속삭임,20112141,8,1465
20110822~20110828,행오버 2,20111692,9,1466
20110822~20110828,내 여자친구의 결혼식,20112121,10,1467
20110815~20110821,최종병기 활,20110302,1,1444
20110815~20110821,혹성탈출: 진화의 시작,20110896,2,1455
20110815~20110821,블라인드,20110297,3,1460
20110815~20110821,개구쟁이 스머프,20111540,4,1463
20110815~20110821,마당을 나온 암탉,20110279,5,1461
20110815~20110821,퀵,20110290,6,1464
20110815~20110821,7광구,20119513,7,1468
20110815~20110821,세 얼간이,20110899,8,1462
20110815~20110821,고지전,20119515,9,1469
20110815~20110821,명탐정 코난 : 침묵의 15분,20110911,10,1470
20110808~20110814,최종병기 활,20110302,1,1444
20110808~20110814,7광구,20119513,2,1468
20110808~20110814,블라인드,20110297,3,1460
20110808~20110814,퀵,20110290,4,1464
20110808~20110814,마당을 나온 암탉,20110279,5,1461
20110808~20110814,개구쟁이 스머프,20111540,6,1463
20110808~20110814,고지전,20119515,7,1469
20110808~20110814,명탐정 코난 : 침묵의 15분,20110911,8,1470
20110808~20110814,카우보이 & 에이리언,20111757,9,1471
20110808~20110814,해리포터와 죽음의 성물2,20111009,10,1472
20110801~20110807,7광구,20119513,1,1468
20110801~20110807,퀵,20110290,2,1464
20110801~20110807,고지전,20119515,3,1469
20110801~20110807,마당을 나온 암탉,20110279,4,1461
20110801~20110807,해리포터와 죽음의 성물2,20111009,5,1472
20110801~20110807,명탐정 코난 : 침묵의 15분,20110911,6,1470
20110801~20110807,리오,20110657,7,1473
20110801~20110807,퍼스트 어벤져,20111113,8,1474
20110801~20110807,트랜스포머 3,20110659,9,1475
20110801~20110807,써니,20110193,10,1476
20110725~20110731,고지전,20119515,1,1469
20110725~20110731,퀵,20110290,2,1464
20110725~20110731,해리포터와 죽음의 성물2,20111009,3,1472
20110725~20110731,퍼스트 어벤져,20111113,4,1474
20110725~20110731,마당을 나온 암탉,20110279,5,1461
20110725~20110731,리오,20110657,6,1473
20110725~20110731,트랜스포머 3,20110659,7,1475
20110725~20110731,카 2,20111249,8,1477
20110725~20110731,써니,20110193,9,1476
20110725~20110731,극장판 도라에몽: 진구와 철인군단 날아라 천사들,20111702,10,1478
20110718~20110724,해리포터와 죽음의 성물2,20111009,1,1472
20110718~20110724,고지전,20119515,2,1469
20110718~20110724,퀵,20110290,3,1464
20110718~20110724,트랜스포머 3,20110659,4,1475
20110718~20110724,카 2,20111249,5,1477
20110718~20110724,써니,20110193,6,1476
20110718~20110724,바니버디,20111034,7,1479
20110718~20110724,고양이: 죽음을 보는 두 개의 눈,20110296,8,1480
20110718~20110724,빨간모자의 진실 2,20090922,9,1481
20110718~20110724,마당을 나온 암탉,20110279,10,1461
20110711~20110717,해리포터와 죽음의 성물2,20111009,1,1472
20110711~20110717,트랜스포머 3,20110659,2,1475
20110711~20110717,써니,20110193,3,1476
20110711~20110717,고양이: 죽음을 보는 두 개의 눈,20110296,4,1480
20110711~20110717,빨간모자의 진실 2,20090922,5,1481
20110711~20110717,고지전,20119515,6,1469
20110711~20110717,풍산개,20110251,7,1482
20110711~20110717,퀵,20110290,8,1464
20110711~20110717,포인트 블랭크,20111351,9,1483
20110711~20110717,쿵푸팬더 2,20110511,10,1484
20110704~20110710,트랜스포머 3,20110659,1,1475
20110704~20110710,써니,20110193,2,1476
20110704~20110710,고양이: 죽음을 보는 두 개의 눈,20110296,3,1480
20110704~20110710,풍산개,20110251,4,1482
20110704~20110710,쿵푸팬더 2,20110511,5,1484
20110704~20110710,화이트: 저주의 멜로디,20110233,6,1485
20110704~20110710,엑스맨: 퍼스트 클래스,20110561,7,1486
20110704~20110710,고 녀석 맛나겠다,20111101,8,1487
20110704~20110710,링컨 차를 타는 변호사,20110581,9,1488
20110704~20110710,음모자,20110988,10,1489
