showRange,movieNm,movieCd,rank,movieId
20171211~20171217,반드시 잡는다,20161762,10,371
20171204~20171210,꾼,20165748,1,367
20171204~20171210,기억의 밤,20173581,2,365
20171204~20171210,뽀로로 극장판 공룡섬 대모험,20174846,3,361
20171204~20171210,메리와 마녀의 꽃,20174585,4,364
20171204~20171210,오리엔트 특급 살인,20178581,5,368
20171204~20171210,어쌔신: 더 비기닝,20173693,6,369
20171204~20171210,반드시 잡는다,20161762,7,371
20171204~20171210,이프 온리,20040695,8,372
20171204~20171210,러빙 빈센트,20179942,9,373
20171204~20171210,라라랜드,20167904,10,374
20171127~20171203,꾼,20165748,1,367
20171127~20171203,기억의 밤,20173581,2,365
20171127~20171203,오리엔트 특급 살인,20178581,3,368
20171127~20171203,반드시 잡는다,20161762,4,371
20171127~20171203,저스티스 리그,20168221,5,375
20171127~20171203,러빙 빈센트,20179942,6,373
20171127~20171203,이프 온리,20040695,7,372
20171127~20171203,토르: 라그나로크,20175121,8,376
20171127~20171203,해피 데스데이,20174622,9,377
20171127~20171203,래빗 스쿨,20175223,10,378
20171120~20171126,꾼,20165748,1,367
20171120~20171126,저스티스 리그,20168221,2,375
20171120~20171126,해피 데스데이,20174622,3,377
20171120~20171126,토르: 라그나로크,20175121,4,376
20171120~20171126,러빙 빈센트,20179942,5,373
20171120~20171126,7호실,20168754,6,379
20171120~20171126,범죄도시,20172742,7,380
20171120~20171126,부라더,20172603,8,381
20171120~20171126,래빗 스쿨,20175223,9,378
20171120~20171126,채비,20175441,10,382
20171113~20171119,저스티스 리그,20168221,1,375
20171113~20171119,해피 데스데이,20174622,2,377
20171113~20171119,토르: 라그나로크,20175121,3,376
20171113~20171119,7호실,20168754,4,379
20171113~20171119,부라더,20172603,5,381
20171113~20171119,범죄도시,20172742,6,380
20171113~20171119,러빙 빈센트,20179942,7,373
20171113~20171119,채비,20175441,8,382
20171113~20171119,미옥,20161681,9,383
20171113~20171119,너의 췌장을 먹고 싶어,20171024,10,384
20171106~20171112,토르: 라그나로크,20175121,1,376
20171106~20171112,부라더,20172603,2,381
20171106~20171112,해피 데스데이,20174622,3,377
20171106~20171112,범죄도시,20172742,4,380
20171106~20171112,미옥,20161681,5,383
20171106~20171112,침묵,20169643,6,385
20171106~20171112,채비,20175441,7,382
20171106~20171112,너의 췌장을 먹고 싶어,20171024,8,384
20171106~20171112,러빙 빈센트,20179942,9,373
20171106~20171112,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,20175244,10,386
20171030~20171105,토르: 라그나로크,20175121,1,376
20171030~20171105,부라더,20172603,2,381
20171030~20171105,범죄도시,20172742,3,380
20171030~20171105,침묵,20169643,4,385
20171030~20171105,너의 췌장을 먹고 싶어,20171024,5,384
20171030~20171105,직쏘,20173724,6,387
20171030~20171105,지오스톰,20173694,7,388
20171030~20171105,원스,20070454,8,389
20171030~20171105,대장 김창수,20164424,9,390
20171030~20171105,뷰티풀 투모로우,20175208,10,391
20171023~20171029,토르: 라그나로크,20175121,1,376
20171023~20171029,범죄도시,20172742,2,380
20171023~20171029,지오스톰,20173694,3,388
20171023~20171029,너의 췌장을 먹고 싶어,20171024,4,384
20171023~20171029,대장 김창수,20164424,5,390
20171023~20171029,남한산성,20165450,6,392
20171023~20171029,"나는 내일, 어제의 너와 만난다",20176767,7,393
20171023~20171029,아이 캔 스피크,20174142,8,394
20171023~20171029,뷰티풀 투모로우,20175208,9,391
20171023~20171029,노 게임 노 라이프 -제로-,20173806,10,395
20171016~20171022,범죄도시,20172742,1,380
20171016~20171022,지오스톰,20173694,2,388
20171016~20171022,대장 김창수,20164424,3,390
20171016~20171022,남한산성,20165450,4,392
20171016~20171022,킹스맨: 골든 서클,20175222,5,396
20171016~20171022,아이 캔 스피크,20174142,6,394
20171016~20171022,블레이드 러너 2049,20168282,7,397
20171016~20171022,희생부활자,20154907,8,398
20171016~20171022,"나는 내일, 어제의 너와 만난다",20176767,9,393
20171016~20171022,노 게임 노 라이프 -제로-,20173806,10,395
20171009~20171015,범죄도시,20172742,1,380
20171009~20171015,남한산성,20165450,2,392
20171009~20171015,킹스맨: 골든 서클,20175222,3,396
20171009~20171015,아이 캔 스피크,20174142,4,394
20171009~20171015,희생부활자,20154907,5,398
20171009~20171015,블레이드 러너 2049,20168282,6,397
20171009~20171015,넛잡 2,20171817,7,399
20171009~20171015,딥,20170964,8,400
20171009~20171015,"나는 내일, 어제의 너와 만난다",20176767,9,393
20171009~20171015,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,20172142,10,401
20171002~20171008,남한산성,20165450,1,392
20171002~20171008,킹스맨: 골든 서클,20175222,2,396
20171002~20171008,범죄도시,20172742,3,380
20171002~20171008,아이 캔 스피크,20174142,4,394
20171002~20171008,넛잡 2,20171817,5,399
20171002~20171008,딥,20170964,6,400
20171002~20171008,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,20172142,7,401
20171002~20171008,레고 닌자고 무비,20170364,8,402
20171002~20171008,킬러의 보디가드,20171962,9,403
20171002~20171008,리틀 프린세스 소피아 : 신비한 섬,20172627,10,404
20170925~20171001,킹스맨: 골든 서클,20175222,1,396
20170925~20171001,아이 캔 스피크,20174142,2,394
20170925~20171001,살인자의 기억법,20154909,3,405
20170925~20171001,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,20172142,4,401
20170925~20171001,베이비 드라이버,20171090,5,406
20170925~20171001,레고 닌자고 무비,20170364,6,402
20170925~20171001,킬러의 보디가드,20171962,7,403
20170925~20171001,인비저블 게스트,20173945,8,407
20170925~20171001,김광석,20166132,9,408
20170925~20171001,남한산성,20165450,10,392
20170918~20170924,아이 캔 스피크,20174142,1,394
20170918~20170924,살인자의 기억법,20154909,2,405
20170918~20170924,베이비 드라이버,20171090,3,406
20170918~20170924,아메리칸 메이드,20177541,4,409
20170918~20170924,킬러의 보디가드,20171962,5,403
20170918~20170924,그것,20179696,6,410
20170918~20170924,인비저블 게스트,20173945,7,407
20170918~20170924,잃어버린 도시 Z,20168241,8,411
20170918~20170924,몬스터 콜,20170607,9,412
20170918~20170924,택시운전사,20162869,10,413
20170911~20170917,살인자의 기억법,20154909,1,405
20170911~20170917,베이비 드라이버,20171090,2,406
20170911~20170917,아메리칸 메이드,20177541,3,409
20170911~20170917,그것,20179696,4,410
20170911~20170917,킬러의 보디가드,20171962,5,403
20170911~20170917,택시운전사,20162869,6,413
20170911~20170917,청년경찰,20162442,7,414
20170911~20170917,저수지 게임,20171923,8,415
20170911~20170917,몬스터 콜,20170607,9,412
20170911~20170917,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,20171022,10,416
20170904~20170910,살인자의 기억법,20154909,1,405
20170904~20170910,그것,20179696,2,410
20170904~20170910,킬러의 보디가드,20171962,3,403
20170904~20170910,택시운전사,20162869,4,413
20170904~20170910,청년경찰,20162442,5,414
20170904~20170910,발레리안: 천 개 행성의 도시,20158047,6,417
20170904~20170910,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,20171022,7,416
20170904~20170910,브이아이피,20164174,8,418
20170904~20170910,저수지 게임,20171923,9,415
20170904~20170910,아토믹 블론드,20179491,10,419
20170828~20170903,킬러의 보디가드,20171962,1,403
20170828~20170903,청년경찰,20162442,2,414
20170828~20170903,택시운전사,20162869,3,413
20170828~20170903,브이아이피,20164174,4,418
20170828~20170903,발레리안: 천 개 행성의 도시,20158047,5,417
20170828~20170903,장산범,20151003,6,420
20170828~20170903,아토믹 블론드,20179491,7,419
20170828~20170903,로마의 휴일,20179407,8,421
20170828~20170903,혹성탈출: 종의 전쟁,20179901,9,422
20170828~20170903,공범자들,20179187,10,423
20170821~20170827,택시운전사,20162869,1,413
20170821~20170827,브이아이피,20164174,2,418
20170821~20170827,청년경찰,20162442,3,414
20170821~20170827,장산범,20151003,4,420
20170821~20170827,혹성탈출: 종의 전쟁,20179901,5,422
20170821~20170827,애나벨 : 인형의 주인,20161081,6,424
20170821~20170827,공범자들,20179187,7,423
20170821~20170827,다크타워: 희망의 탑,20170022,8,425
20170821~20170827,슈퍼배드 3,20173403,9,426
20170821~20170827,빅풋 주니어,20178641,10,427
20170814~20170820,택시운전사,20162869,1,413
20170814~20170820,청년경찰,20162442,2,414
20170814~20170820,혹성탈출: 종의 전쟁,20179901,3,422
20170814~20170820,애나벨 : 인형의 주인,20161081,4,424
20170814~20170820,장산범,20151003,5,420
20170814~20170820,슈퍼배드 3,20173403,6,426
20170814~20170820,빅풋 주니어,20178641,7,427
20170814~20170820,군함도,20161481,8,428
20170814~20170820,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,20179085,9,429
20170814~20170820,공범자들,20179187,10,423
20170807~20170813,택시운전사,20162869,1,413
20170807~20170813,청년경찰,20162442,2,414
20170807~20170813,애나벨 : 인형의 주인,20161081,3,424
20170807~20170813,슈퍼배드 3,20173403,4,426
20170807~20170813,군함도,20161481,5,428
20170807~20170813,빅풋 주니어,20178641,6,427
20170807~20170813,덩케르크,20164621,7,430
20170807~20170813,명탐정 코난:진홍의 연가,20170124,8,431
20170807~20170813,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,20179085,9,429
20170807~20170813,파리로 가는 길,20178762,10,432
20170731~20170806,택시운전사,20162869,1,413
20170731~20170806,군함도,20161481,2,428
20170731~20170806,슈퍼배드 3,20173403,3,426
20170731~20170806,덩케르크,20164621,4,430
20170731~20170806,명탐정 코난:진홍의 연가,20170124,5,431
20170731~20170806,스파이더맨: 홈 커밍,20167303,6,433
20170731~20170806,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,20178321,7,434
20170731~20170806,내 사랑,20174801,8,435
20170731~20170806,이모티: 더 무비,20179186,9,436
20170731~20170806,플립,20177501,10,437
20170724~20170730,군함도,20161481,1,428
20170724~20170730,슈퍼배드 3,20173403,2,426
20170724~20170730,덩케르크,20164621,3,430
20170724~20170730,스파이더맨: 홈 커밍,20167303,4,433
20170724~20170730,47 미터,20177181,5,438
20170724~20170730,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,20178321,6,434
20170724~20170730,플립,20177501,7,437
20170724~20170730,내 사랑,20174801,8,435
20170724~20170730,카3: 새로운 도전,20175522,9,439
20170724~20170730,예수는 역사다,20176562,10,440
20170717~20170723,덩케르크,20164621,1,430
20170717~20170723,스파이더맨: 홈 커밍,20167303,2,433
20170717~20170723,47 미터,20177181,3,438
20170717~20170723,카3: 새로운 도전,20175522,4,439
20170717~20170723,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,20178321,5,434
20170717~20170723,플립,20177501,6,437
20170717~20170723,박열,20178982,7,441
20170717~20170723,내 사랑,20174801,8,435
20170717~20170723,예수는 역사다,20176562,9,440
20170717~20170723,오즈: 신기한 마법가루,20177761,10,442
20170710~20170716,스파이더맨: 홈 커밍,20167303,1,433
20170710~20170716,박열,20178982,2,441
20170710~20170716,카3: 새로운 도전,20175522,3,439
20170710~20170716,플립,20177501,4,437
20170710~20170716,내 사랑,20174801,5,435
20170710~20170716,다크 나이트,20081056,6,443
20170710~20170716,옥자,20158485,7,444
20170710~20170716,예수는 역사다,20176562,8,440
20170710~20170716,트랜스포머: 최후의 기사,20166967,9,445
20170710~20170716,택시운전사,20162869,10,413
20170703~20170709,스파이더맨: 홈 커밍,20167303,1,433
20170703~20170709,박열,20178982,2,441
20170703~20170709,트랜스포머: 최후의 기사,20166967,3,445
20170703~20170709,옥자,20158485,4,444
20170703~20170709,리얼,20159647,5,446
20170703~20170709,지랄발광 17세,20176961,6,447
20170703~20170709,미이라,20166488,7,448
20170703~20170709,하루,20166384,8,449
20170703~20170709,헤드윅,20020186,9,450
20170703~20170709,노무현입니다,20174602,10,451
20170626~20170702,박열,20178982,1,441
20170626~20170702,트랜스포머: 최후의 기사,20166967,2,445
20170626~20170702,리얼,20159647,3,446
20170626~20170702,하루,20166384,4,449
20170626~20170702,옥자,20158485,5,444
20170626~20170702,미이라,20166488,6,448
20170626~20170702,악녀,20162343,7,452
20170626~20170702,지랄발광 17세,20176961,8,447
20170626~20170702,노무현입니다,20174602,9,451
20170626~20170702,더 서클,20176201,10,453
20170619~20170625,트랜스포머: 최후의 기사,20166967,1,445
20170619~20170625,하루,20166384,2,449
20170619~20170625,미이라,20166488,3,448
20170619~20170625,악녀,20162343,4,452
20170619~20170625,노무현입니다,20174602,5,451
20170619~20170625,원더 우먼,20168261,6,454
20170619~20170625,더 서클,20176201,7,453
20170619~20170625,캐리비안의 해적: 죽은 자는 말이 없다,20170982,8,455
20170619~20170625,다크 하우스,20175982,9,456
20170619~20170625,언더더씨,20175821,10,457
20170612~20170618,미이라,20166488,1,448
20170612~20170618,하루,20166384,2,449
20170612~20170618,악녀,20162343,3,452
20170612~20170618,원더 우먼,20168261,4,454
20170612~20170618,노무현입니다,20174602,5,451
20170612~20170618,캐리비안의 해적: 죽은 자는 말이 없다,20170982,6,455
20170612~20170618,나의 붉은고래,20175423,7,458
20170612~20170618,꼬마참새 리차드: 아프리카 원정대,20176741,8,459
20170612~20170618,대립군,20169348,9,460
20170612~20170618,꼬마돼지 베이브의 대모험,20172241,10,461
20170605~20170611,미이라,20166488,1,448
20170605~20170611,원더 우먼,20168261,2,454
20170605~20170611,악녀,20162343,3,452
20170605~20170611,캐리비안의 해적: 죽은 자는 말이 없다,20170982,4,455
20170605~20170611,노무현입니다,20174602,5,451
20170605~20170611,대립군,20169348,6,460
20170605~20170611,겟 아웃,20175262,7,462
20170605~20170611,베이블레이드 버스트 갓 : 갓 발키리의 탄생,20176141,8,463
20170605~20170611,보스 베이비,20174061,9,464
20170605~20170611,바다 탐험대 옥토넛 시즌4: 더 파이널,20174821,10,465
20170529~20170604,원더 우먼,20168261,1,454
20170529~20170604,캐리비안의 해적: 죽은 자는 말이 없다,20170982,2,455
20170529~20170604,대립군,20169348,3,460
20170529~20170604,노무현입니다,20174602,4,451
20170529~20170604,겟 아웃,20175262,5,462
20170529~20170604,불한당: 나쁜 놈들의 세상,20164844,6,466
20170529~20170604,베이블레이드 버스트 갓 : 갓 발키리의 탄생,20176141,7,463
20170529~20170604,보스 베이비,20174061,8,464
20170529~20170604,너와 100번째 사랑,20173642,9,467
20170529~20170604,7번째 내가 죽던 날,20174803,10,468
20170522~20170528,캐리비안의 해적: 죽은 자는 말이 없다,20170982,1,455
20170522~20170528,겟 아웃,20175262,2,462
20170522~20170528,노무현입니다,20174602,3,451
20170522~20170528,불한당: 나쁜 놈들의 세상,20164844,4,466
20170522~20170528,보스 베이비,20174061,5,464
20170522~20170528,킹 아서: 제왕의 검,20173961,6,469
20170522~20170528,보안관,20162722,7,470
20170522~20170528,가디언즈 오브 갤럭시 VOL. 2,20163603,8,471
20170522~20170528,에이리언: 커버넌트,20179382,9,472
20170522~20170528,너와 100번째 사랑,20173642,10,467
20170515~20170521,겟 아웃,20175262,1,462
20170515~20170521,불한당: 나쁜 놈들의 세상,20164844,2,466
20170515~20170521,보안관,20162722,3,470
20170515~20170521,보스 베이비,20174061,4,464
20170515~20170521,에이리언: 커버넌트,20179382,5,472
20170515~20170521,킹 아서: 제왕의 검,20173961,6,469
20170515~20170521,가디언즈 오브 갤럭시 VOL. 2,20163603,7,471
20170515~20170521,목소리의 형태,20170321,8,473
20170515~20170521,석조저택 살인사건,20156708,9,474
20170515~20170521,임금님의 사건수첩,20161726,10,475
20170508~20170514,에이리언: 커버넌트,20179382,1,472
20170508~20170514,보안관,20162722,2,470
20170508~20170514,보스 베이비,20174061,3,464
20170508~20170514,가디언즈 오브 갤럭시 VOL. 2,20163603,4,471
20170508~20170514,석조저택 살인사건,20156708,5,474
20170508~20170514,목소리의 형태,20170321,6,473
20170508~20170514,임금님의 사건수첩,20161726,7,475
20170508~20170514,분노의 질주: 더 익스트림,20167542,8,476
20170508~20170514,킹 아서: 제왕의 검,20173961,9,469
20170508~20170514,스머프: 비밀의 숲,20161665,10,477
20170501~20170507,가디언즈 오브 갤럭시 VOL. 2,20163603,1,471
20170501~20170507,보안관,20162722,2,470
20170501~20170507,보스 베이비,20174061,3,464
20170501~20170507,임금님의 사건수첩,20161726,4,475
20170501~20170507,특별시민,20162871,5,478
20170501~20170507,분노의 질주: 더 익스트림,20167542,6,476
20170501~20170507,스머프: 비밀의 숲,20161665,7,477
20170501~20170507,슈퍼 빼꼼: 스파이 대작전,20173061,8,479
20170501~20170507,극장판 또봇: 로봇군단의 습격,20174165,9,480
20170501~20170507,미녀와 야수,20164721,10,481
20170424~20170430,특별시민,20162871,1,478
20170424~20170430,임금님의 사건수첩,20161726,2,475
20170424~20170430,분노의 질주: 더 익스트림,20167542,3,476
20170424~20170430,스머프: 비밀의 숲,20161665,4,477
20170424~20170430,아빠는 딸,20151227,5,482
20170424~20170430,미녀와 야수,20164721,6,481
20170424~20170430,극장판 또봇: 로봇군단의 습격,20174165,7,480
20170424~20170430,"서서평, 천천히 평온하게",20173301,8,483
20170424~20170430,오두막,20172541,9,484
20170424~20170430,극장판 쿠로코의 농구 라스트 게임,20175142,10,485
20170417~20170423,분노의 질주: 더 익스트림,20167542,1,476
20170417~20170423,아빠는 딸,20151227,2,482
20170417~20170423,미녀와 야수,20164721,3,481
20170417~20170423,프리즌,20162181,4,486
20170417~20170423,파워레인져스: 더 비기닝,20179662,5,487
20170417~20170423,오두막,20172541,6,484
20170417~20170423,히든 피겨스,20167363,7,488
20170417~20170423,라이프,20171381,8,489
20170417~20170423,가디언즈 오브 갤럭시,20149317,9,490
20170417~20170423,파운더,20172125,10,491
20170410~20170416,분노의 질주: 더 익스트림,20167542,1,476
20170410~20170416,아빠는 딸,20151227,2,482
20170410~20170416,미녀와 야수,20164721,3,481
20170410~20170416,프리즌,20162181,4,486
20170410~20170416,라이프,20171381,5,489
20170410~20170416,어느날,20167901,6,492
20170410~20170416,히든 피겨스,20167363,7,488
20170410~20170416,시간위의 집,20161923,8,493
20170410~20170416,공각기동대 : 고스트 인 더 쉘,20163194,9,494
20170410~20170416,원라인,20151230,10,495
20170403~20170409,미녀와 야수,20164721,1,481
20170403~20170409,프리즌,20162181,2,486
20170403~20170409,라이프,20171381,3,489
20170403~20170409,공각기동대 : 고스트 인 더 쉘,20163194,4,494
20170403~20170409,어느날,20167901,5,492
20170403~20170409,원라인,20151230,6,495
20170403~20170409,시간위의 집,20161923,7,493
20170403~20170409,히든 피겨스,20167363,8,488
20170403~20170409,패트리어트 데이,20171781,9,496
20170403~20170409,슈퍼 버드,20162607,10,497
20170327~20170402,미녀와 야수,20164721,1,481
20170327~20170402,프리즌,20162181,2,486
20170327~20170402,공각기동대 : 고스트 인 더 쉘,20163194,3,494
20170327~20170402,원라인,20151230,4,495
20170327~20170402,히든 피겨스,20167363,5,488
20170327~20170402,보통사람,20167902,6,498
20170327~20170402,데스노트: 더 뉴 월드,20167005,7,499
20170327~20170402,미스 슬로운,20167364,8,500
20170327~20170402,밤의 해변에서 혼자,20179442,9,501
20170327~20170402,콩: 스컬 아일랜드,20168183,10,502
20170320~20170326,미녀와 야수,20164721,1,481
20170320~20170326,프리즌,20162181,2,486
20170320~20170326,보통사람,20167902,3,498
20170320~20170326,히든 피겨스,20167363,4,488
20170320~20170326,콩: 스컬 아일랜드,20168183,5,502
20170320~20170326,로건,20161827,6,503
20170320~20170326,비정규직 특수요원,20167905,7,504
20170320~20170326,라라랜드,20167904,8,374
20170320~20170326,밤의 해변에서 혼자,20179442,9,501
20170320~20170326,극장판 암살교실 : 365일의 시간,20171801,10,505
20170313~20170319,미녀와 야수,20164721,1,481
20170313~20170319,콩: 스컬 아일랜드,20168183,2,502
20170313~20170319,로건,20161827,3,503
20170313~20170319,비정규직 특수요원,20167905,4,504
20170313~20170319,해빙,20150971,5,506
20170313~20170319,라라랜드,20167904,6,374
20170313~20170319,재심,20166421,7,507
20170313~20170319,파도가 지나간 자리,20168750,8,508
20170313~20170319,23 아이덴티티,20170241,9,509
20170313~20170319,스페이스 비트윈 어스,20178942,10,510
20170306~20170312,콩: 스컬 아일랜드,20168183,1,502
20170306~20170312,로건,20161827,2,503
20170306~20170312,해빙,20150971,3,506
20170306~20170312,23 아이덴티티,20170241,4,509
20170306~20170312,재심,20166421,5,507
20170306~20170312,라라랜드,20167904,6,374
20170306~20170312,파도가 지나간 자리,20168750,7,508
20170306~20170312,문라이트,20165927,8,511
20170306~20170312,눈길,20158799,9,512
20170306~20170312,트롤,20161744,10,513
20170227~20170305,로건,20161827,1,503
20170227~20170305,해빙,20150971,2,506
20170227~20170305,23 아이덴티티,20170241,3,509
20170227~20170305,재심,20166421,4,507
20170227~20170305,트롤,20161744,5,513
20170227~20170305,조작된 도시,20150964,6,514
20170227~20170305,눈길,20158799,7,512
20170227~20170305,싱글라이더,20161723,8,515
20170227~20170305,존 윅 - 리로드,20166101,9,516
20170227~20170305,문라이트,20165927,10,511
20170220~20170226,23 아이덴티티,20170241,1,509
20170220~20170226,재심,20166421,2,507
20170220~20170226,조작된 도시,20150964,3,514
20170220~20170226,싱글라이더,20161723,4,515
20170220~20170226,트롤,20161744,5,513
20170220~20170226,존 윅 - 리로드,20166101,6,516
20170220~20170226,공조,20151228,7,517
20170220~20170226,그레이트 월,20163580,8,518
20170220~20170226,핵소 고지,20167922,9,519
20170220~20170226,루시드 드림,20156562,10,520
20170213~20170219,재심,20166421,1,507
20170213~20170219,조작된 도시,20150964,2,514
20170213~20170219,공조,20151228,3,517
20170213~20170219,그레이트 월,20163580,4,518
20170213~20170219,트롤,20161744,5,513
20170213~20170219,더 큐어,20167362,6,521
20170213~20170219,트리플 엑스 리턴즈,20167716,7,522
20170213~20170219,50가지 그림자: 심연,20161141,8,523
20170213~20170219,발레리나,20167644,9,524
20170213~20170219,마이펫 오지,20167906,10,525
20170206~20170212,조작된 도시,20150964,1,514
20170206~20170212,공조,20151228,2,517
20170206~20170212,트리플 엑스 리턴즈,20167716,3,522
20170206~20170212,더 킹,20151229,4,526
20170206~20170212,컨택트,20179281,5,527
20170206~20170212,모아나,20165443,6,528
20170206~20170212,50가지 그림자: 심연,20161141,7,523
20170206~20170212,발레리나,20167644,8,524
20170206~20170212,명탐정 코난: 에피소드 원-작아진 명탐정,20178881,9,529
20170206~20170212,레고 배트맨 무비,20162873,10,530
20170130~20170205,공조,20151228,1,517
20170130~20170205,더 킹,20151229,2,526
20170130~20170205,모아나,20165443,3,528
20170130~20170205,컨택트,20179281,4,527
20170130~20170205,레지던트 이블: 파멸의 날,20168688,5,531
20170130~20170205,너의 이름은.,20161872,6,532
20170130~20170205,라라랜드,20167904,7,374
20170130~20170205,터닝메카드W: 블랙미러의 부활,20163845,8,533
20170130~20170205,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,20167285,9,534
20170130~20170205,라이언,20167324,10,535
20170123~20170129,공조,20151228,1,517
20170123~20170129,더 킹,20151229,2,526
20170123~20170129,모아나,20165443,3,528
20170123~20170129,레지던트 이블: 파멸의 날,20168688,4,531
20170123~20170129,너의 이름은.,20161872,5,532
20170123~20170129,라라랜드,20167904,6,374
20170123~20170129,터닝메카드W: 블랙미러의 부활,20163845,7,533
20170123~20170129,딥워터 호라이즌,20168154,8,536
20170123~20170129,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,20167285,9,534
20170123~20170129,얼라이드,20168381,10,537
20170116~20170122,더 킹,20151229,1,526
20170116~20170122,공조,20151228,2,517
20170116~20170122,모아나,20165443,3,528
20170116~20170122,너의 이름은.,20161872,4,532
20170116~20170122,터닝메카드W: 블랙미러의 부활,20163845,5,533
20170116~20170122,얼라이드,20168381,6,537
20170116~20170122,마스터,20161725,7,538
20170116~20170122,라라랜드,20167904,8,374
20170116~20170122,어쌔신 크리드,20164421,9,539
20170116~20170122,반지의 제왕 : 두개의 탑 (확장판),20168664,10,540
20170109~20170115,너의 이름은.,20161872,1,532
20170109~20170115,모아나,20165443,2,528
20170109~20170115,마스터,20161725,3,538
20170109~20170115,얼라이드,20168381,4,537
20170109~20170115,어쌔신 크리드,20164421,5,539
20170109~20170115,라라랜드,20167904,6,374
20170109~20170115,패신저스,20161084,7,541
20170109~20170115,씽,20162025,8,542
20170109~20170115,눈의 여왕 3: 눈과 불의 마법대결,20165153,9,543
20170109~20170115,사랑하기 때문에,20150966,10,544
20170102~20170108,너의 이름은.,20161872,1,532
20170102~20170108,마스터,20161725,2,538
20170102~20170108,패신저스,20161084,3,541
20170102~20170108,씽,20162025,4,542
20170102~20170108,라라랜드,20167904,5,374
20170102~20170108,눈의 여왕 3: 눈과 불의 마법대결,20165153,6,543
20170102~20170108,사랑하기 때문에,20150966,7,544
20170102~20170108,로그 원: 스타워즈 스토리,20163183,8,545
20170102~20170108,판도라,20144641,9,546
20170102~20170108,여교사,20151181,10,547
20161226~20170101,마스터,20161725,1,538
20161226~20170101,로그 원: 스타워즈 스토리,20163183,2,545
20161226~20170101,씽,20162025,3,542
20161226~20170101,라라랜드,20167904,4,374
20161226~20170101,판도라,20144641,5,546
20161226~20170101,"당신, 거기 있어줄래요",20152371,6,548
20161226~20170101,루돌프와 많이있어,20162727,7,549
20161226~20170101,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,20162183,8,550
20161226~20170101,너의 이름은.,20161872,9,532
20161226~20170101,하이큐!! 승자와 패자,20165543,10,551
20161219~20161225,마스터,20161725,1,538
20161219~20161225,판도라,20144641,2,546
20161219~20161225,라라랜드,20167904,3,374
20161219~20161225,씽,20162025,4,542
20161219~20161225,"당신, 거기 있어줄래요",20152371,5,548
20161219~20161225,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,20162183,6,550
20161219~20161225,형,20154661,7,552
20161219~20161225,극장판 도라에몽: 신 진구의 버스 오브 재팬,20165285,8,553
20161219~20161225,신비한 동물사전,20162365,9,554
20161219~20161225,아기배달부 스토크,20163884,10,555
20161212~20161218,판도라,20144641,1,546
20161212~20161218,라라랜드,20167904,2,374
20161212~20161218,"당신, 거기 있어줄래요",20152371,3,548
20161212~20161218,형,20154661,4,552
20161212~20161218,신비한 동물사전,20162365,5,554
20161212~20161218,아기배달부 스토크,20163884,6,555
20161212~20161218,미씽: 사라진 여자,20153741,7,556
20161212~20161218,원피스 필름 골드,20162382,8,557
20161212~20161218,목숨 건 연애,20155223,9,558
20161212~20161218,스노우타임,20164388,10,559
20161205~20161211,판도라,20144641,1,546
20161205~20161211,라라랜드,20167904,2,374
20161205~20161211,형,20154661,3,552
20161205~20161211,미씽: 사라진 여자,20153741,4,556
20161205~20161211,신비한 동물사전,20162365,5,554
20161205~20161211,아기배달부 스토크,20163884,6,555
20161205~20161211,원피스 필름 골드,20162382,7,557
20161205~20161211,잭 리처: 네버 고 백,20166363,8,560
20161205~20161211,언더월드: 블러드 워,20161605,9,561
20161205~20161211,"당신, 거기 있어줄래요",20152371,10,548
20161128~20161204,형,20154661,1,552
20161128~20161204,신비한 동물사전,20162365,2,554
20161128~20161204,미씽: 사라진 여자,20153741,3,556
20161128~20161204,잭 리처: 네버 고 백,20166363,4,560
20161128~20161204,언더월드: 블러드 워,20161605,5,561
20161128~20161204,닥터 스트레인지,20163181,6,562
20161128~20161204,두 남자,20160472,7,563
20161128~20161204,리틀메딕: 몸속탐험대,20163903,8,564
20161128~20161204,가려진 시간,20154905,9,565
20161128~20161204,미스 사이공 : 25주년 특별 공연,20163824,10,566
20161121~20161127,신비한 동물사전,20162365,1,554
20161121~20161127,형,20154661,2,552
20161121~20161127,닥터 스트레인지,20163181,3,562
20161121~20161127,가려진 시간,20154905,4,565
20161121~20161127,스플릿,20163521,5,567
20161121~20161127,블레어 위치,20161162,6,568
20161121~20161127,럭키,20153444,7,569
20161121~20161127,리틀메딕: 몸속탐험대,20163903,8,564
