showRange,movieNm,rank,movieCd,openDt,audiAcc
20170123~20170129,너의 이름은.,5,20161872,2017-01-04,3367331
20170123~20170129,라라랜드,6,20167904,2016-12-07,3122114
20170123~20170129,터닝메카드W: 블랙미러의 부활,7,20163845,2017-01-18,362763
20170123~20170129,딥워터 호라이즌,8,20168154,2017-01-25,68381
20170123~20170129,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,9,20167285,2017-01-25,61897
20170123~20170129,얼라이드,10,20168381,2017-01-11,499678
20170116~20170122,더 킹,1,20151229,2017-01-18,1852899
20170116~20170122,공조,2,20151228,2017-01-18,1153989
20170116~20170122,모아나,3,20165443,2017-01-12,1251006
20170116~20170122,너의 이름은.,4,20161872,2017-01-04,3052352
20170116~20170122,터닝메카드W: 블랙미러의 부활,5,20163845,2017-01-18,276701
20170116~20170122,얼라이드,6,20168381,2017-01-11,461670
20170116~20170122,마스터,7,20161725,2016-12-21,7133595
20170116~20170122,라라랜드,8,20167904,2016-12-07,3023452
20170116~20170122,어쌔신 크리드,9,20164421,2017-01-11,352139
20170116~20170122,반지의 제왕 : 두개의 탑 (확장판),10,20168664,2017-01-18,20174
20170109~20170115,너의 이름은.,1,20161872,2017-01-04,2489374
20170109~20170115,모아나,2,20165443,2017-01-12,673220
20170109~20170115,마스터,3,20161725,2016-12-21,7031222
20170109~20170115,얼라이드,4,20168381,2017-01-11,337889
20170109~20170115,어쌔신 크리드,5,20164421,2017-01-11,305310
20170109~20170115,라라랜드,6,20167904,2016-12-07,2924104
20170109~20170115,패신저스,7,20161084,2017-01-04,654883
20170109~20170115,씽,8,20162025,2016-12-21,1710057
20170109~20170115,눈의 여왕 3: 눈과 불의 마법대결,9,20165153,2017-01-04,346092
20170109~20170115,사랑하기 때문에,10,20150966,2017-01-04,329548
20170102~20170108,너의 이름은.,1,20161872,2017-01-04,1182465
20170102~20170108,마스터,2,20161725,2016-12-21,6518100
20170102~20170108,패신저스,3,20161084,2017-01-04,504393
20170102~20170108,씽,4,20162025,2016-12-21,1589071
20170102~20170108,라라랜드,5,20167904,2016-12-07,2728945
20170102~20170108,눈의 여왕 3: 눈과 불의 마법대결,6,20165153,2017-01-04,242171
20170102~20170108,사랑하기 때문에,7,20150966,2017-01-04,246167
20170102~20170108,로그 원: 스타워즈 스토리,8,20163183,2016-12-28,979088
20170102~20170108,판도라,9,20144641,2016-12-07,4545686
20170102~20170108,여교사,10,20151181,2017-01-04,86439
20161226~20170101,마스터,1,20161725,2016-12-21,5441619
20161226~20170101,로그 원: 스타워즈 스토리,2,20163183,2016-12-28,769938
20161226~20170101,씽,3,20162025,2016-12-21,1178327
20161226~20170101,라라랜드,4,20167904,2016-12-07,2472637
20161226~20170101,판도라,5,20144641,2016-12-07,4401830
20161226~20170101,"당신, 거기 있어줄래요",6,20152371,2016-12-14,1143445
20161226~20170101,루돌프와 많이있어,7,20162727,2016-12-28,119420
20161226~20170101,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,8,20162183,2016-12-22,238452
20161226~20170101,너의 이름은.,9,20161872,2017-01-04,74181
20161226~20170101,하이큐!! 승자와 패자,10,20165543,2016-12-28,22733
20161219~20161225,마스터,1,20161725,2016-12-21,3002188
20161219~20161225,판도라,2,20144641,2016-12-07,3935913
20161219~20161225,라라랜드,3,20167904,2016-12-07,1944877
20161219~20161225,씽,4,20162025,2016-12-21,567014
20161219~20161225,"당신, 거기 있어줄래요",5,20152371,2016-12-14,995152
20161219~20161225,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,6,20162183,2016-12-22,144200
20161219~20161225,형,7,20154661,2016-11-23,2975602
20161219~20161225,극장판 도라에몽: 신 진구의 버스 오브 재팬,8,20165285,2016-12-21,43229
20161219~20161225,신비한 동물사전,9,20162365,2016-11-16,4652626
20161219~20161225,아기배달부 스토크,10,20163884,2016-12-07,319473
20161212~20161218,판도라,1,20144641,2016-12-07,3113648
20161212~20161218,라라랜드,2,20167904,2016-12-07,1297560
20161212~20161218,"당신, 거기 있어줄래요",3,20152371,2016-12-14,611758
20161212~20161218,형,4,20154661,2016-11-23,2929305
20161212~20161218,신비한 동물사전,5,20162365,2016-11-16,4611260
20161212~20161218,아기배달부 스토크,6,20163884,2016-12-07,288143
20161212~20161218,미씽: 사라진 여자,7,20153741,2016-11-30,1139535
20161212~20161218,원피스 필름 골드,8,20162382,2016-12-08,205900
20161212~20161218,목숨 건 연애,9,20155223,2016-12-14,37650
20161212~20161218,스노우타임,10,20164388,2016-12-15,21676
20161205~20161211,판도라,1,20144641,2016-12-07,1459251
20161205~20161211,라라랜드,2,20167904,2016-12-07,563430
20161205~20161211,형,3,20154661,2016-11-23,2685499
20161205~20161211,미씽: 사라진 여자,4,20153741,2016-11-30,1049283
20161205~20161211,신비한 동물사전,5,20162365,2016-11-16,4473724
20161205~20161211,아기배달부 스토크,6,20163884,2016-12-07,166629
20161205~20161211,원피스 필름 골드,7,20162382,2016-12-08,140401
20161205~20161211,잭 리처: 네버 고 백,8,20166363,2016-11-30,591883
20161205~20161211,언더월드: 블러드 워,9,20161605,2016-11-30,71088
20161205~20161211,"당신, 거기 있어줄래요",10,20152371,2016-12-14,11626
20161128~20161204,형,1,20154661,2016-11-23,2160082
20161128~20161204,신비한 동물사전,2,20162365,2016-11-16,4196938
20161128~20161204,미씽: 사라진 여자,3,20153741,2016-11-30,706271
20161128~20161204,잭 리처: 네버 고 백,4,20166363,2016-11-30,457952
20161128~20161204,언더월드: 블러드 워,5,20161605,2016-11-30,57863
20161128~20161204,닥터 스트레인지,6,20163181,2016-10-26,5436233
20161128~20161204,두 남자,7,20160472,2016-11-30,49954
20161128~20161204,리틀메딕: 몸속탐험대,8,20163903,2016-11-24,62799
20161128~20161204,가려진 시간,9,20154905,2016-11-16,506877
20161128~20161204,미스 사이공 : 25주년 특별 공연,10,20163824,2016-11-24,33104
20161121~20161127,신비한 동물사전,1,20162365,2016-11-16,3393931
20161121~20161127,형,2,20154661,2016-11-23,1037807
20161121~20161127,닥터 스트레인지,3,20163181,2016-10-26,5380054
20161121~20161127,가려진 시간,4,20154905,2016-11-16,488858
20161121~20161127,스플릿,5,20163521,2016-11-09,746692
20161121~20161127,블레어 위치,6,20161162,2016-11-23,38525
20161121~20161127,럭키,7,20153444,2016-10-13,6969184
20161121~20161127,리틀메딕: 몸속탐험대,8,20163903,2016-11-24,32688
20161121~20161127,"무현, 두 도시 이야기",9,20162545,2016-10-26,174356
20161121~20161127,미스 사이공 : 25주년 특별 공연,10,20163824,2016-11-24,17347
20161114~20161120,신비한 동물사전,1,20162365,2016-11-16,1936408
20161114~20161120,닥터 스트레인지,2,20163181,2016-10-26,5191195
20161114~20161120,가려진 시간,3,20154905,2016-11-16,358451
20161114~20161120,스플릿,4,20163521,2016-11-09,670999
20161114~20161120,럭키,5,20153444,2016-10-13,6933589
20161114~20161120,위자: 저주의 시작,6,20161843,2016-11-09,313861
20161114~20161120,하이큐!! 끝과 시작,7,20162629,2016-11-16,49187
20161114~20161120,감바의 대모험,8,20162504,2016-11-10,91968
20161114~20161120,"무현, 두 도시 이야기",9,20162545,2016-10-26,154264
20161114~20161120,카페 6,10,20162928,2016-11-16,20906
20161107~20161113,닥터 스트레인지,1,20163181,2016-10-26,4825434
20161107~20161113,스플릿,2,20163521,2016-11-09,439419
20161107~20161113,럭키,3,20153444,2016-10-13,6804596
20161107~20161113,위자: 저주의 시작,4,20161843,2016-11-09,210984
20161107~20161113,감바의 대모험,5,20162504,2016-11-10,56949
20161107~20161113,"무현, 두 도시 이야기",6,20162545,2016-10-26,123282
20161107~20161113,세상에서 고양이가 사라진다면,7,20162147,2016-11-09,48438
20161107~20161113,노트북,8,20040734,2004-11-26,591338
20161107~20161113,로스트 인 더스트,9,20161527,2016-11-03,74630
20161107~20161113,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,10,20161796,2016-11-03,60786
20161031~20161106,닥터 스트레인지,1,20163181,2016-10-26,3966439
20161031~20161106,럭키,2,20153444,2016-10-13,6383987
20161031~20161106,혼숨,3,20150564,2016-10-26,273028
20161031~20161106,"무현, 두 도시 이야기",4,20162545,2016-10-26,70317
20161031~20161106,인페르노,5,20156007,2016-10-19,675249
20161031~20161106,로스트 인 더스트,6,20161527,2016-11-03,48498
20161031~20161106,선생님의 일기,7,20160862,2016-11-02,51217
20161031~20161106,노트북,8,20040734,2004-11-26,562368
20161031~20161106,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,9,20161796,2016-11-03,41116
20161031~20161106,무한대를 본 남자,10,20161165,2016-11-03,23069
20161024~20161030,닥터 스트레인지,1,20163181,2016-10-26,2399372
20161024~20161030,럭키,2,20153444,2016-10-13,5639051
20161024~20161030,혼숨,3,20150564,2016-10-26,182648
20161024~20161030,인페르노,4,20156007,2016-10-19,625442
20161024~20161030,노트북,5,20040734,2004-11-26,518478
20161024~20161030,미스 페레그린과 이상한 아이들의 집,6,20164501,2016-09-28,2705153
20161024~20161030,걷기왕,7,20151022,2016-10-20,82266
20161024~20161030,자백,8,20163041,2016-10-13,108802
20161024~20161030,"무현, 두 도시 이야기",9,20162545,2016-10-26,17115
20161024~20161030,쿠보와 전설의 악기,10,20160781,2016-10-26,16254
20161017~20161023,럭키,1,20153444,2016-10-13,4341321
20161017~20161023,인페르노,2,20156007,2016-10-19,473052
20161017~20161023,미스 페레그린과 이상한 아이들의 집,3,20164501,2016-09-28,2666577
20161017~20161023,맨 인 더 다크,4,20167481,2016-10-05,986332
20161017~20161023,걷기왕,5,20151022,2016-10-20,62206
20161017~20161023,노트북,6,20040734,2004-11-26,470017
20161017~20161023,브리짓 존스의 베이비,7,20168885,2016-09-28,803928
20161017~20161023,자백,8,20163041,2016-10-13,90473
20161017~20161023,바스티유 데이,9,20168501,2016-10-13,93632
20161017~20161023,어카운턴트,10,20160203,2016-10-13,67709
20161010~20161016,럭키,1,20153444,2016-10-13,2002697
20161010~20161016,미스 페레그린과 이상한 아이들의 집,2,20164501,2016-09-28,2491647
20161010~20161016,맨 인 더 다크,3,20167481,2016-10-05,894279
20161010~20161016,브리짓 존스의 베이비,4,20168885,2016-09-28,760804
20161010~20161016,아수라,5,20153443,2016-09-28,2577172
20161010~20161016,설리: 허드슨강의 기적,6,20168891,2016-09-28,607841
20161010~20161016,바스티유 데이,7,20168501,2016-10-13,70034
20161010~20161016,어카운턴트,8,20160203,2016-10-13,48715
20161010~20161016,자백,9,20163041,2016-10-13,58244
20161010~20161016,죽여주는 여자,10,20161589,2016-10-06,83937
20161003~20161009,미스 페레그린과 이상한 아이들의 집,1,20164501,2016-09-28,1998086
20161003~20161009,아수라,2,20153443,2016-09-28,2471524
20161003~20161009,맨 인 더 다크,3,20167481,2016-10-05,568009
20161003~20161009,브리짓 존스의 베이비,4,20168885,2016-09-28,625183
20161003~20161009,설리: 허드슨강의 기적,5,20168891,2016-09-28,532944
20161003~20161009,밀정,6,20159646,2016-09-07,7458824
20161003~20161009,럭키,7,20153444,2016-10-13,142686
20161003~20161009,피터와 드래곤,8,20160143,2016-09-28,88276
20161003~20161009,벤허,9,20167839,2016-09-14,1388980
20161003~20161009,죽여주는 여자,10,20161589,2016-10-06,43974
20160926~20161002,아수라,1,20153443,2016-09-28,1802691
20160926~20161002,미스 페레그린과 이상한 아이들의 집,2,20164501,2016-09-28,742460
20160926~20161002,밀정,3,20159646,2016-09-07,7292436
20160926~20161002,브리짓 존스의 베이비,4,20168885,2016-09-28,333881
20160926~20161002,설리: 허드슨강의 기적,5,20168891,2016-09-28,293213
20160926~20161002,벤허,6,20167839,2016-09-14,1342996
20160926~20161002,아이 엠 어 히어로,7,20169122,2016-09-21,201145
20160926~20161002,피터와 드래곤,8,20160143,2016-09-28,39791
20160926~20161002,매그니피센트 7,9,20163294,2016-09-14,918835
20160926~20161002,맨 인 더 다크,10,20167481,2016-10-05,33807
20160919~20160925,밀정,1,20159646,2016-09-07,6904005
20160919~20160925,벤허,2,20167839,2016-09-14,1229787
20160919~20160925,매그니피센트 7,3,20163294,2016-09-14,881786
20160919~20160925,아이 엠 어 히어로,4,20169122,2016-09-21,149031
20160919~20160925,"고산자, 대동여지도",5,20159648,2016-09-07,949563
20160919~20160925,거울나라의 앨리스,6,20162968,2016-09-07,502798
20160919~20160925,브리짓 존스의 베이비,7,20168885,2016-09-28,48568
20160919~20160925,설리: 허드슨강의 기적,8,20168891,2016-09-28,44449
20160919~20160925,카페 소사이어티,9,20168401,2016-09-14,94240
20160919~20160925,드림 쏭,10,20167154,2016-09-14,204625
20160912~20160918,밀정,1,20159646,2016-09-07,6049842
20160912~20160918,벤허,2,20167839,2016-09-14,897428
20160912~20160918,매그니피센트 7,3,20163294,2016-09-14,679695
20160912~20160918,"고산자, 대동여지도",4,20159648,2016-09-07,852500
20160912~20160918,거울나라의 앨리스,5,20162968,2016-09-07,447610
20160912~20160918,드림 쏭,6,20167154,2016-09-14,168630
20160912~20160918,달빛궁궐,7,20166541,2016-09-07,138081
20160912~20160918,장난감이 살아있다,8,20166721,2016-09-07,131232
20160912~20160918,로빈슨 크루소,9,20165941,2016-09-07,114860
20160912~20160918,아이엠스타 뮤직어워드,10,20168721,2016-09-14,61382
20160905~20160911,밀정,1,20159646,2016-09-07,2174116
20160905~20160911,"고산자, 대동여지도",2,20159648,2016-09-07,300540
20160905~20160911,거울나라의 앨리스,3,20162968,2016-09-07,192844
20160905~20160911,터널,4,20154910,2016-08-10,7076050
20160905~20160911,메카닉: 리크루트,5,20167261,2016-08-31,516530
20160905~20160911,라이트 아웃,6,20163217,2016-08-24,1081038
20160905~20160911,달빛궁궐,7,20166541,2016-09-07,63353
20160905~20160911,장난감이 살아있다,8,20166721,2016-09-07,59308
20160905~20160911,로빈슨 크루소,9,20165941,2016-09-07,50214
20160905~20160911,덕혜옹주,10,20150979,2016-08-03,5568719
20160829~20160904,터널,1,20154910,2016-08-10,6942915
20160829~20160904,라이트 아웃,2,20163217,2016-08-24,988655
20160829~20160904,메카닉: 리크루트,3,20167261,2016-08-31,415453
20160829~20160904,고스트버스터즈,4,20162404,2016-08-25,479470
20160829~20160904,덕혜옹주,5,20150979,2016-08-03,5528945
20160829~20160904,스타트렉 비욘드,6,20150567,2016-08-17,1127332
20160829~20160904,부산행,7,20156564,2016-07-20,11531866
20160829~20160904,인천상륙작전,8,20156250,2016-07-27,7033357
20160829~20160904,마이펫의 이중생활,9,20156082,2016-08-03,2514105
20160829~20160904,이퀄스,10,20167563,2016-08-31,56266
20160822~20160828,터널,1,20154910,2016-08-10,6280546
20160822~20160828,라이트 아웃,2,20163217,2016-08-24,534423
20160822~20160828,덕혜옹주,3,20150979,2016-08-03,5306321
20160822~20160828,스타트렉 비욘드,4,20150567,2016-08-17,1013597
20160822~20160828,고스트버스터즈,5,20162404,2016-08-25,248876
20160822~20160828,부산행,6,20156564,2016-07-20,11423669
20160822~20160828,인천상륙작전,7,20156250,2016-07-27,6954191
20160822~20160828,마이펫의 이중생활,8,20156082,2016-08-03,2437337
20160822~20160828,플로렌스,9,20166901,2016-08-24,89966
20160822~20160828,올레,10,20150901,2016-08-25,50358
20160815~20160821,터널,1,20154910,2016-08-10,5085521
20160815~20160821,덕혜옹주,2,20150979,2016-08-03,4832688
20160815~20160821,스타트렉 비욘드,3,20150567,2016-08-17,678401
20160815~20160821,인천상륙작전,4,20156250,2016-07-27,6762235
20160815~20160821,마이펫의 이중생활,5,20156082,2016-08-03,2246038
20160815~20160821,부산행,6,20156564,2016-07-20,11223583
20160815~20160821,국가대표 2,7,20150968,2016-08-10,645363
20160815~20160821,서울역,8,20148460,2016-08-17,121578
20160815~20160821,수어사이드 스쿼드,9,20152963,2016-08-03,1882718
20160815~20160821,마이 리틀 자이언트,10,20165281,2016-08-10,100675
20160808~20160814,터널,1,20154910,2016-08-10,2582032
20160808~20160814,덕혜옹주,2,20150979,2016-08-03,3550324
20160808~20160814,인천상륙작전,3,20156250,2016-07-27,6230119
20160808~20160814,부산행,4,20156564,2016-07-20,10792319
20160808~20160814,마이펫의 이중생활,5,20156082,2016-08-03,1721090
20160808~20160814,국가대표 2,6,20150968,2016-08-10,407063
20160808~20160814,수어사이드 스쿼드,7,20152963,2016-08-03,1793940
20160808~20160814,제이슨 본,8,20161907,2016-07-27,2539270
20160808~20160814,명탐정 코난: 순흑의 악몽,9,20162002,2016-08-03,459210
20160808~20160814,슈퍼 프렌즈,10,20165961,2016-08-10,56102
20160801~20160807,인천상륙작전,1,20156250,2016-07-27,5245554
20160801~20160807,덕혜옹주,2,20150979,2016-08-03,1706465
20160801~20160807,부산행,3,20156564,2016-07-20,10042821
20160801~20160807,수어사이드 스쿼드,4,20152963,2016-08-03,1416968
20160801~20160807,마이펫의 이중생활,5,20156082,2016-08-03,986738
20160801~20160807,제이슨 본,6,20161907,2016-07-27,2360903
20160801~20160807,명탐정 코난: 순흑의 악몽,7,20162002,2016-08-03,336466
20160801~20160807,도리를 찾아서,8,20159058,2016-07-06,2564991
